folder,id,form,original_form,speaker_id,start,end,note
SDRW2000000059,SDRW2000000059.1.1.296,류에 옷을 즐겨 입으시나요?,류에 옷을 즐겨 입으시나요?,SD2000085,649.61001,653.05801,
SDRW2000000059,SDRW2000000059.1.1.309,리넨 바지,린넨 바지,SD2000086,672.59203,673.81203,
SDRW2000000059,SDRW2000000059.1.1.338,그러면 통풍되는 리넨 재질 입으시나요?,그러면 통풍되는 린넨 재질 입으시나요?,SD2000086,742.38608,745.14303,
SDRW2000000061,SDRW2000000061.1.1.6,케이비오 리그가 개막을 해서,케이비오 리그가 개막을 해서,SD2000090,14.54504,16.42303,
SDRW2000000061,SDRW2000000061.1.1.11,뭐 프리미어 리그나,뭐 프리미어 리그나,SD2000090,22.94601,24.18101,
SDRW2000000061,SDRW2000000061.1.1.13,해외 축구 또 우리나라 케이 리그 같은,해외 축구 또 우리나라 케이 리그 같은,SD2000090,25.51101,27.89302,
SDRW2000000061,SDRW2000000061.1.1.14,뭐 국내 리그 축구도 좋아하고,뭐 국내 리그 축구도 좋아하고,SD2000090,27.90303,29.87803,
SDRW2000000061,SDRW2000000061.1.1.43,또 케이비오 리그를 대표하는,또 케이비오 리그를 대표하는,SD2000089,93.79602,96.07704,
SDRW2000000061,SDRW2000000061.1.1.45,케 케이비오 리그를 대표하고,-케- 케이비오 리그를 대표하고,SD2000089,97.16304,99.22802,
SDRW2000000061,SDRW2000000061.1.1.56,예. 주로 저는 국내 리그,예. 주로 저는 국내 리그,SD2000090,117.93604,120.70403,
SDRW2000000061,SDRW2000000061.1.1.57,야구 리그로 관련해서는,야구 리그로 관련해서는,SD2000090,120.71408,122.33408,
SDRW2000000061,SDRW2000000061.1.1.191,류재혁 선수랑,류재혁 선수랑,SD2000089,370.51104,371.48908,
SDRW2000000061,SDRW2000000061.1.1.196,류재혁 선수가 합류를 하기 때문에,류재혁 선수가 합류를 하기 때문에,SD2000089,376.22503,378.02502,
SDRW2000000067,SDRW2000000067.1.1.106,류준열 씨가 나와서,류준열 씨가 나와서,SD2000100,279.12901,281.22402,
SDRW2000000068,SDRW2000000068.1.1.168,리 약간 리더는 아이린이 맡고 있고,리 약간 리더는 아이린이 맡고 있고,SD2000102,438.67808,441.49202,
SDRW2000000068,SDRW2000000068.1.1.345,예능 리얼리티로써,예능 리얼리티로써,SD2000102,916.72608,919.31007,
SDRW2000000070,SDRW2000000070.1.1.318,그래가지고 저는 리조트도 예매하고,그래가지고 저는 리조트도 예매하고,SD2000107,726.57904,730.07602,
SDRW2000000071,SDRW2000000071.1.1.254,블로그나 뭐 리뷰같은 게 딱,블로그나 뭐 리뷰같은 게 딱,SD2000109,368.71706,370.92001,
SDRW2000000071,SDRW2000000071.1.1.560,리틀소시움이라고,리틀소시움이라고,SD2000109,865.21007,867.17203,
SDRW2000000073,SDRW2000000073.1.1.274,그 리뷰가 엄청 많았던,그 리뷰가 엄청 많았던,SD2000111,812.03306,814.27003,
SDRW2000000073,SDRW2000000073.1.1.281,뭐 리뷰로 인해서 약간,뭐 리뷰로 인해서 약간,SD2000111,826.42305,828.69404,
SDRW2000000073,SDRW2000000073.1.1.287,리뷰 그게 좀 컸던 거 같아. 리뷰 개수가,리뷰 그게 좀 컸던 거 같애. 리뷰 갯수가,SD2000111,844.39407,848.03406,
SDRW2000000075,SDRW2000000075.1.1.127,요즘에 리넌이라는,요즘에 리넌이라는,SD2000116,337.39703,340.90106,
SDRW2000000076,SDRW2000000076.1.1.421,사업을 하는 게 리스크가 커도,사업을 하는 게 리스크가 커도,SD2000116,885.18902,888.26503,
SDRW2000000077,SDRW2000000077.1.1.357,위험 리스크가,위험 리스크가,SD2000117,724.71906,725.90008,
SDRW2000000091,SDRW2000000091.1.1.163,배우들 리허설,배우들 리허설,SD2000139,380.30702,381.78702,
SDRW2000000093,SDRW2000000093.1.1.96,그럴 리는 없지만 만약 가족 중에,그럴 리는 없지만 만약 가족 중에,SD2002410,225.08905,228.12801,
SDRW2000000094,SDRW2000000094.1.1.116,리조트에서 근무했던 경험이 있는데,리조트에서 근무했던 경험이 있는데,SD2000143,259.16007,261.60007,
SDRW2000000098,SDRW2000000098.1.1.381,아니면 리메이크해서,아니면 리메이크해서,SD2000149,764.10302,766.01304,
SDRW2000000098,SDRW2000000098.1.1.436,리믹스,리믹스,SD2000150,870.58603,872.88302,
SDRW2000000098,SDRW2000000098.1.1.438,최근에 리믹스를,최근에 리믹스를,SD2000150,874.16903,875.76301,
SDRW2000000099,SDRW2000000099.1.1.320,제가 또 영화 리뷰,제가 또 영화 리뷰,SD2000150,622.10808,623.68802,
SDRW2000000099,SDRW2000000099.1.1.325,제가 이걸 리뷰를 봤거든요.,제가 이걸 리뷰를 봤거든요.,SD2000150,633.78404,635.66702,
SDRW2000000104,SDRW2000000104.1.1.215,류를,류를,SD2000158,632.37608,633.08902,
SDRW2000000105,SDRW2000000105.1.1.355,리뷰로 봤을 때 너무,리뷰로 봤을 때 너무,SD2000160,732.29502,734.52003,
SDRW2000000105,SDRW2000000105.1.1.362,의 리뷰가 적,의 리뷰가 적,SD2000160,744.81903,745.88908,
SDRW2000000107,SDRW2000000107.1.1.28,그런 리스트 같은 거 있었지 않냐.,그런 리스트 같은 거 있었다 아이가.,SD2002206,50.25402,52.36908,
SDRW2000000108,SDRW2000000108.1.1.48,리 없는게 좋아요. 저는,리 없는게 좋아요. 저는,SD2000165,100.86506,102.78507,
SDRW2000000114,SDRW2000000114.1.1.63,이제 대탈출 이런 거나 리얼 그~,이제 대탈출 이런 거나 리얼 그~,SD2000175,142.29103,145.12304,
SDRW2000000115,SDRW2000000115.1.1.33,왓챠에서 몇 100편 몇 1000편 리뷰 남기는 그런 사람들?,왓챠에서 몇 백 편 몇 천 편 리뷰 남기는 그런 사람들?,SD2000174,82.92808,86.55904,
SDRW2000000115,SDRW2000000115.1.1.35,리뷰를 어떤 선배가 친한 선배가 인스타에 올렸는데,리뷰를 어떤 선배가 친한 선배가 인스타에 올렸는데,SD2000174,89.51305,93.33506,
SDRW2000000115,SDRW2000000115.1.1.108,리뷰 같은 걸 찾아보게 됐죠.,리뷰 같은 걸 찾아보게 됐죠.,SD2000175,284.24806,286.19708,
SDRW2000000121,SDRW2000000121.1.1.84,유럽 리그에서 활약하며,유럽 리그에서 활약하며,SD2000185,205.73503,210.64301,
SDRW2000000133,SDRW2000000133.1.1.342,그럴 리가 없어라고 하면서,그럴 리가 없어라고 하면서,SD2000205,648.91907,650.80006,
SDRW2000000133,SDRW2000000133.1.1.353,그럴 리 없어.,그럴 리 없어.,SD2000205,673.62201,676.64205,
SDRW2000000134,SDRW2000000134.1.1.295,맛있다 뭐 하다 리뷰가 막 있고 하니까,맛있다 뭐 하다 리부가 막 있고 하니까,SD2000204,592.96006,595.48502,
SDRW2000000146,SDRW2000000146.1.1.6,정환 역을 맡은 류준열이 그때 멋있었어요.,정환 역을 맡은 류준열이 그때 멋있었어요.,SD2000220,14.21908,17.58607,
SDRW2000000146,SDRW2000000146.1.1.9,류준열 좋아하세요?,류준열 좋아하세요?,SD2000220,23.92507,27.29106,
SDRW2000000146,SDRW2000000146.1.1.10,네. 저도 류준열 엄청 좋아해요.,네. 저도 류준열 엄청 좋아해요.,SD2000222,27.30102,30.34907,
SDRW2000000146,SDRW2000000146.1.1.12,류준열 덕질 시작해가지고,류준열 덕질 시작해가지구,SD2000222,32.33803,35.44206,
SDRW2000000146,SDRW2000000146.1.1.15,영상 같은 것도 많이 찾아보고 그랬는데 혹시 류준열,영상 같은 것도 많이 찾아보고 그랬는데 혹시 류준열,SD2000222,38.48808,42.11706,
SDRW2000000146,SDRW2000000146.1.1.18,류준열을,류준열을,SD2000220,48.23705,49.48205,
SDRW2000000146,SDRW2000000146.1.1.29,근데 그거 류준열을 계기로 봤는데 그것도,근데 그거 류준열을 계기로 봤는데 그것도,SD2000220,67.45208,70.87504,
SDRW2000000146,SDRW2000000146.1.1.33,그 후에 류준열이,그 후에 류준열이,SD2000220,75.93201,78.58203,
SDRW2000000146,SDRW2000000146.1.1.39,류준열을 이렇게 해서 류준열이 여행을 다닌,류준열을 이렇게 해서 류준열이 여행을 다닌,SD2000220,85.71301,89.08805,
SDRW2000000146,SDRW2000000146.1.1.64,근데 류준열 연애설 났을 때 어떠셨어요?,근데 류준열 연애설 났을 때 어떠셨어요?,SD2000222,145.52605,150.87308,
SDRW2000000146,SDRW2000000146.1.1.65,류준열 연애설 떴을 때,류준열 연애설 떴을 때,SD2000220,150.88308,154.05702,
SDRW2000000146,SDRW2000000146.1.1.67,혜리 류준열,혜리 류준열,SD2000220,156.27901,157.80604,
SDRW2000000146,SDRW2000000146.1.1.70,류준열이,류준열이,SD2000220,161.71008,162.77408,
SDRW2000000146,SDRW2000000146.1.1.97,류준열이랑 혜리 열애설 떴다고,류준열이랑 혜리 열애설 떴다고,SD2000222,224.82703,227.33608,
SDRW2000000146,SDRW2000000146.1.1.113,류준열,류준열,SD2000222,257.95901,259.55006,
SDRW2000000146,SDRW2000000146.1.1.129,류준열,류준열,SD2000220,296.56107,297.81303,
SDRW2000000146,SDRW2000000146.1.1.143,류준열보다 혜 혜리,류준열보다 -혜- 혜리,SD2000220,323.77103,326.15606,
SDRW2000000146,SDRW2000000146.1.1.144,아 류준열이랑 혜리랑,아 류준열이랑 혜리랑,SD2000220,326.16602,327.57207,
SDRW2000000146,SDRW2000000146.1.1.220,류준열을 더 많이 좋아하고 인스타그램도 많이 찾아보고 유튜브도 많이 찾아보고 있어요.,류준열을 더 많이 좋아하고 인스타그램도 많이 찾아보고 유튜브도 많이 찾아보고 있어요.,SD2000222,490.26505,496.06108,
SDRW2000000146,SDRW2000000146.1.1.221,혹시 뭐 류준열 말고 더 좋아하시는 연예인 있으세요?,혹시 뭐 류준열 말고 더 좋아하시는 연예인 있으세요?,SD2000222,496.07104,501.13907,
SDRW2000000146,SDRW2000000146.1.1.250,처음에는 류준열 좋아하기 전에 조정석을,처음에는 류준열 좋아하기 전에 조정석을,SD2000222,557.97106,560.76108,
SDRW2000000146,SDRW2000000146.1.1.258,요즘은 조정석보다는 류준열을 더,요즘은 조정석보다는 류준열을 더,SD2000222,575.45707,578.36103,
SDRW2000000146,SDRW2000000146.1.1.328,류준열 콘서트도 제가 진짜 너무 가고 싶었는데,류준열 콘서트도 제가 진짜 너무 가고 싶었는데,SD2000222,730.96402,734.06902,
SDRW2000000146,SDRW2000000146.1.1.333,류준열 콘서트는 가보실 생각 없으세요?,류준열 콘서트는 가보실 생각 없으세요?,SD2000222,745.66107,749.61302,
SDRW2000000146,SDRW2000000146.1.1.334,류준열 생일이,류준열 생일이,SD2000220,749.62304,751.65906,
SDRW2000000165,SDRW2000000165.1.1.78,어~ 다양한 리조트 호텔을 좀 경험해보고 싶습니다.,어~ 다양한 리조트 호텔을 좀 경험해보고 싶습니다.,SD2000245,188.13705,191.75105,
SDRW2000000165,SDRW2000000165.1.1.207,리조트랑 그 바다랑 되게 연결이 되어있어서,리조트랑 그 바다랑 되게 연결이 되어있어서,SD2000245,512.79401,516.07702,
SDRW2000000165,SDRW2000000165.1.1.208,리조트 안에서만,리조트 안에서만,SD2000245,516.08704,518.12904,
SDRW2000000176,SDRW2000000176.1.1.119,10000 리터를 보충해야 되는데,만 리터를 보충해야 되는데,SD2000260,192.11406,193.92607,
SDRW2000000177,SDRW2000000177.1.1.322,리더십을 발휘할 수 있는,리더십을 발휘할 수 있는,SD2000262,592.78107,594.36608,
SDRW2000000177,SDRW2000000177.1.1.454,리구,리구,SD2000261,827.23603,828.22402,
SDRW2000000188,SDRW2000000188.1.1.266,어~ 리차드 기어,어~ 리차드 기어,SD2002201,572.25102,573.87903,
SDRW2000000188,SDRW2000000188.1.1.267,리차드 기어,리차드 기어,SD2002200,573.88905,574.76707,
SDRW2000000194,SDRW2000000194.1.1.68,맛있다는 그 리뷰가 많았었는데 막상 가보니까,맛있다는 그 리뷰가 많았었는데 막상 가보니까,SD2000283,171.82608,175.17605,
SDRW2000000194,SDRW2000000194.1.1.183,근데 리뷰 보니까 다 안 좋더라고.,근데 리뷰 보니까 다 안 좋더라고.,SD2000283,450.41608,452.49008,
SDRW2000000194,SDRW2000000194.1.1.204,집에서 리뷰 한번 다 싹 다 찾아가지고,집에서 리뷰 한번 다 싹 다 찾아가지구,SD2000282,513.50002,516.37806,
SDRW2000000209,SDRW2000000209.1.1.276,저를 리드해줄 수 있는 사람을만나고 싶습니다.,저를 리드해줄 수 있는 사람을 {laughing} 만나고 싶습니다.,SD2000302,609.20707,613.15801,
SDRW2000000217,SDRW2000000217.1.1.52,지금은 리버풀의,지금은 리버풀의,SD2000310,123.81606,125.58304,
SDRW2000000217,SDRW2000000217.1.1.61,리그의,리그의,SD2000310,141.71704,142.55202,
SDRW2000000217,SDRW2000000217.1.1.94,그러고 나서 클로프 감독이 리버풀로,그러고 나서 클롭 감독이 리버풀로,SD2000310,203.19806,206.09101,
SDRW2000000217,SDRW2000000217.1.1.326,류현진 선수도 있었는데,류현진 선수도 있었는데,SD2000309,707.62803,709.77102,
SDRW2000000217,SDRW2000000217.1.1.327,이 류현진 선수가 후에,이 류현진 선수가 후에,SD2000309,709.78105,711.77408,
SDRW2000000217,SDRW2000000217.1.1.328,메이저 리그를 가서,메이저 리그를 가서,SD2000309,711.78404,713.98406,
SDRW2000000217,SDRW2000000217.1.1.376,류현진 선수가 있어.,류현진 선수가 있어.,SD2000309,814.10505,816.73202,
SDRW2000000217,SDRW2000000217.1.1.392,그 힘들다는 메이저 리그 속에서도,그 힘들다는 메이저 리그 속에서도,SD2000309,846.89004,850.11905,
SDRW2000000217,SDRW2000000217.1.1.402,류현진 선수는 아까도 말했듯이,류현진 선수는 아까도 말했듯이,SD2000309,869.10102,872.16003,
SDRW2000000217,SDRW2000000217.1.1.407,메이저 리그에서도,메이저 리그에서도,SD2000309,882.33407,884.29907,
SDRW2000000217,SDRW2000000217.1.1.411,그래서 나는 류현진 선수와,그래서 나는 류현진 선수와,SD2000309,894.04605,896.15701,
SDRW2000000222,SDRW2000000222.1.1.68,근데 리얼은 망했잖아요,((근데)) 리얼은 망했잖아요,SD2000316,167.72503,170.64505,
SDRW2000000225,SDRW2000000225.1.1.160,이제 리조트랑 가깝게 살아서,이제 리조트랑 가깝게 살아서,SD2000320,364.76706,367.50901,
SDRW2000000227,SDRW2000000227.1.1.86,리어카가 아닌,리어카가 아닌,SD2002401,170.02301,171.60503,
SDRW2000000227,SDRW2000000227.1.1.119,리어카를,리어카를,SD2002401,221.84605,223.23807,
SDRW2000000227,SDRW2000000227.1.1.127,리어카,리어카,SD2002401,232.03106,233.22306,
SDRW2000000227,SDRW2000000227.1.1.143,리어카 뒤에서 밀어드리거나,리어카 뒤에서 밀어드리거나,SD2002401,257.50302,259.72801,
SDRW2000000227,SDRW2000000227.1.1.183,그거 보셨는데 일으켜주시지도 않고 그 리어카도 쓰러졌는데 그 리어카를 그렇게,그거 보셨는데 일으켜주시지도 않고 그 리어카도 쓰러졌는데 그 리어카를 그렇게,SD2002402,320.53506,324.40806,
SDRW2000000232,SDRW2000000232.1.1.279,신체 리즘 리듬도,신체 리즘 리듬도,SD2000328,495.15804,496.70205,
SDRW2000000233,SDRW2000000233.1.1.105,그거 때문에 약간 리듬이 조금,그거 때문에 약간 리듬이 쫌,SD2000328,225.76601,227.98603,
SDRW2000000235,SDRW2000000235.1.1.22,고등학생들의 리얼한 말투나,고등학생들의 리얼한 말투나,SD2000331,61.41001,64.37507,
SDRW2000000235,SDRW2000000235.1.1.102,최근에 했던 스토브 리그 작가나,최근에 했던 스토브 리그 작가나,SD2000330,311.26602,315.73902,
SDRW2000000237,SDRW2000000237.1.1.102,가지고 있는 그런 명언들 리스트에 쪼금 넣어볼 만한,가지고 있는 그런 명언들 리스트에 쪼금 넣어볼 만한,SD2000334,382.15201,386.75704,
SDRW2000000237,SDRW2000000237.1.1.178,뒤로 내빼는 리더 같은 사람은,뒤로 내빼는 리더 같은 사람은,SD2000333,655.65406,658.86002,
SDRW2000000237,SDRW2000000237.1.1.184,훌륭한 리더라고 생각을 합니다.,훌륭한 리더라고 생각을 합니다.,SD2000333,673.86708,676.50001,
SDRW2000000240,SDRW2000000240.1.1.169,리뷰를 하고,리뷰를 하고,SD2000338,324.95901,326.71404,
SDRW2000000240,SDRW2000000240.1.1.197,이름은 많이 들어 봤는데 영화를 리뷰해주는,이름은 많이 들어 봤는데 영화를 리뷰해주는,SD2000337,375.72604,378.49101,
SDRW2000000241,SDRW2000000241.1.1.83,리그 경기랑 봤으니까. 예전에,리그 경기랑 봤으니까. 예전에,SD2000340,160.89202,162.85504,
SDRW2000000241,SDRW2000000241.1.1.105,제가 토트넘 번리 전이어가지고 약간 리그긴 했는데,저가 토트넘 번리 전이어가지고 약간 리그긴 했는데,SD2000340,196.29007,200.00005,
SDRW2000000241,SDRW2000000241.1.1.119,리그가 어쨌든 이피엘은 리그가 중요하니까 리그에 손흥민 나오겠다 선발로,리그가 어쨌든 이피엘은 리그가 중요하니까 리그에 손흥민 나오겠다 선발로,SD2000340,222.04504,226.34302,
SDRW2000000241,SDRW2000000241.1.1.146,뭐 맨시티 맨유 리버풀 요쪽,뭐 맨시티 맨유 리버풀 요쪽,SD2000340,279.36804,281.66106,
SDRW2000000241,SDRW2000000241.1.1.154,제가 예전에 맨유랑 리버풀 티켓을 한번 알아봤었는데 제가 맨시티는 이제,제가 예전에 맨유랑 리버풀 티켓을 한번 알아봤었는데 제가 맨시티는 이제,SD2000340,301.07102,305.42407,
SDRW2000000241,SDRW2000000241.1.1.313,작은 팀이어도 막 2부 3부 4부 리그 팀이어도,짝은 팀이어도 막 이 부 삼 부 사 부 리그 팀이어도,SD2000339,631.23606,634.41707,
SDRW2000000241,SDRW2000000241.1.1.363,과연 리버풀이,과연 리버풀이,SD2000340,753.27701,755.02905,
SDRW2000000241,SDRW2000000241.1.1.375,리버풀도 되게 재밌게 봤거든요.,리버풀도 되게 재밌게 봤거든요.,SD2000340,774.21201,776.26104,
SDRW2000000241,SDRW2000000241.1.1.388,치고 박고 하는 게 더 세 보이죠. 가뜩이나 리버풀은 워낙 전방 압박하고 이제,치고 박고 하는 게 더 쎄 보이죠. 가뜩이나 리버풀은 워낙 전방 압박하고 이제,SD2000340,802.34008,806.45107,
SDRW2000000241,SDRW2000000241.1.1.391,리버풀 되게 재밌게 봤었고요.,리버풀 되게 재밌게 봤었고요.,SD2000340,811.63201,814.03606,
SDRW2000000241,SDRW2000000241.1.1.419,제일 관심사는 이제 과연 리버풀이,쩨일 관심사는 이제 과연 리버풀이,SD2000340,867.91904,870.89907,
SDRW2000000242,SDRW2000000242.1.1.49,막 리액션 잘해 주고 하지만 약간,막 리액션 잘해 주고 하지만 약간,SD2000340,92.74302,94.64608,
SDRW2000000242,SDRW2000000242.1.1.70,리액션해 줘야 되는지 그냥,리액션해 줘야 되는지 그냥,SD2000340,126.30502,127.49108,
SDRW2000000248,SDRW2000000248.1.1.221,골든 리트리버,골든 리트리버,SD2000350,419.86605,421.33803,
SDRW2000000258,SDRW2000000258.1.1.70,리더로서 좀 고생하는 거 같아서 속상하기도 하고,리더로서 좀 고생하는 거 같아서 속상하기도 하고,SD2002411,158.24603,161.71808,
SDRW2000000258,SDRW2000000258.1.1.111,그~ 약간 플레이 리스트 올라오는,그~ 약간 플레이 리스트 올라오는,SD2002411,248.87401,251.20901,
SDRW2000000261,SDRW2000000261.1.1.87,그~ 뭐 손흥민 뛰고 있는 이피엘 리그도,그~ 뭐 손흥민 뛰고 있는 이피엘 리그도,SD2000367,172.65701,176.11107,
SDRW2000000266,SDRW2000000266.1.1.171,샐러드에 리코타 치즈를 얹어서 먹는 걸 좋아하는데,샐러드에 리코타 치즈를 얹어서 먹는 걸 좋아하는데,SD2000375,354.07003,358.01407,
SDRW2000000266,SDRW2000000266.1.1.176,리코타 치즈 샐러드를 참 좋아해요.,리코타 치즈 샐러드를 참 좋아해요.,SD2000375,366.62002,368.93701,
SDRW2000000266,SDRW2000000266.1.1.197,그리고 저도 리코타 치즈를 올려 먹는 걸 좋아합니다.,그리고 저도 리코타 치즈를 올려 먹는 걸 좋아합니다.,SD2000374,405.56204,409.23802,
SDRW2000000267,SDRW2000000267.1.1.119,리스트를 받아서,리스트를 받아서,SD2000375,241.93103,243.46707,
SDRW2000000269,SDRW2000000269.1.1.121,지금은 메이저리그에 가 있는 류현진 선수나,지금은 메이저리그에 가 있는 류현진 선수나,SD2000378,316.30908,319.87501,
SDRW2000000272,SDRW2000000272.1.1.363,그게 가짜일 리는 없겠죠.,그게 가짜일 리는 없겠죠.,SD2000384,869.42206,871.93703,
SDRW2000000280,SDRW2000000280.1.1.167,또는 버킷 리스트가 있으신가요?,또는 버킷 리스트가 있으신가요?,SD2000398,367.05102,369.86506,
SDRW2000000280,SDRW2000000280.1.1.168,버킷 리스트라고 하시면,버킷 리스트라고 하시면,SD2000397,369.87508,372.90401,
SDRW2000000280,SDRW2000000280.1.1.336,제품 리뷰,제품 리뷰,SD2000398,749.38203,750.78708,
SDRW2000000280,SDRW2000000280.1.1.359,제품 리뷰 같은 경우는,제품 리뷰 같은 경우는,SD2000398,786.51703,788.30306,
SDRW2000000289,SDRW2000000289.1.1.26,리조트 체크인하고,리조트 체크인하고,SD2000407,35.98501,37.33308,
SDRW2000000289,SDRW2000000289.1.1.184,아니면은 뭐 리조트 같은 거 거기 잘 돼 있잖아.,아니면은 뭐 리조트 같은 거 거기 잘 돼 있잖아.,SD2000407,305.59206,307.83401,
SDRW2000000289,SDRW2000000289.1.1.186,리조트 같은 거 해가지고 호캉스 같은 거 즐기면서,리조트 같은 거 해가지고 호캉스 같은 거 즐기면서,SD2000407,308.79106,311.06104,
SDRW2000000291,SDRW2000000291.1.1.140,리소토로 좋아하고요.,리조또도 좋아하구요.,SD2000409,196.47304,198.08501,
SDRW2000000291,SDRW2000000291.1.1.409,그런 류의 라면을 먹게 된다면은,그런 류의 라면을 먹게 된다면은,SD2000410,618.34006,620.81805,
SDRW2000000292,SDRW2000000292.1.1.208,사랑의 리퀘스트라는 프로그램 아시려는지 모르겠는데,사랑의 리퀘스트라는 프로그램 아시려는지 모르겠는데,SD2000411,372.76403,376.72901,
SDRW2000000292,SDRW2000000292.1.1.264,삼시 세끼나 이렇게 좀 리얼 버라이어티 종류를 굉장히 좋아해요.,삼시 세끼나 이렇게 좀 리얼 버라이어티 종류를 굉장히 좋아해요.,SD2000409,484.26005,488.58507,
SDRW2000000292,SDRW2000000292.1.1.479,추천 리스트를 만들어줘요.,추천 리스트를 만들어줘요.,SD2000411,864.21104,865.88206,
SDRW2000000292,SDRW2000000292.1.1.484,자체로 이제 플레이 리스트를 만들어줘요.,자체로 이제 플레이 리스트를 만들어줘요.,SD2000411,876.02007,878.68507,
SDRW2000000294,SDRW2000000294.1.1.101,이제 리스트를 계속 만들다 보니까,이제 리스트를 계속 만들다 보니까,SD2000413,172.31404,174.89904,
SDRW2000000294,SDRW2000000294.1.1.123,자기가 진짜 좋아하는 노래들 리스트가 있고,자기가 진짜 좋아하는 노래들 리스트가 있고,SD2000413,210.95906,213.71904,
